Date,Operating_Income,Expenses,Assets,Liabilities,Equity,Revenue,Cash_Flow,Net_Income,Debt_to_Equity,ROA,Profit_Margin,Interest_Expense,Tax_Expense,Dividend_Payout
2024-04-27,7261738.2,3661092.37,79342066.07,344911476.6,21293766.71,8132617.89,4139228.42,3600645.83,16.2,0.05,0.44,1934484.04,348536.6,1636639.31
2024-04-28,4713559.09,3119767.07,121508675.5,392834618.1,25794246.46,9036511.44,5756063.14,1593792.02,15.23,0.01,0.18,1129829.07,490080.67,2535994.85
2024-04-29,8646826.52,1397941.03,85732963.09,316640052.6,69572226.94,7544496.71,3011587.18,7248885.49,4.55,0.08,0.96,879947.56,510025.8,2752387.72
2024-04-30,4226191.56,621931.97,128086031.7,67431909.31,40026555.63,11991557.3,3218764.88,3604259.59,1.68,0.03,0.3,1453218.39,815857.7,2299315.84
2024-05-01,3324199.49,3168278.83,280694638.9,388697701.7,90854781.99,10392833.5,2287172.53,155920.66,4.28,0.0,0.02,705752.91,106278.77,1602833.12
2024-05-02,5608837.52,3796574.44,451438110.0,142168366.5,33817152.42,7773346.24,4437870.05,1812263.09,4.2,0.0,0.23,588589.47,163839.31,388539.06
2024-05-03,9729188.67,4275041.39,342894816.1,73410127.68,70628087.57,7094837.32,6904571.62,5454147.28,1.04,0.02,0.77,1374453.55,560734.91,595227.95
2024-05-04,9302494.43,4523858.94,336606042.9,169237682.4,24523062.25,10253786.57,5864917.33,4778635.49,6.9,0.01,0.47,1728205.25,1423595.0,402992.92
2024-05-05,8746575.25,2937353.97,498513584.2,383830247.2,56620725.98,14297020.37,2202339.05,5809221.28,6.78,0.01,0.41,285459.07,1261103.89,2240637.19
2024-05-06,4278428.75,4125515.69,436253754.6,24619573.16,41276691.58,4376574.05,3825793.27,152913.06,0.6,0.0,0.03,740703.73,50349.46,2578249.13
2024-05-07,7419203.09,4350634.11,276154734.4,97224774.61,88961540.78,6437142.4,918056.4,3068568.98,1.09,0.01,0.48,397844.81,483442.92,326182.21
2024-05-08,6281570.06,4410072.43,351140118.3,122042827.3,65151625.2,8181184.3,2101571.41,1871497.63,1.87,0.01,0.23,741206.39,1398312.2,2391753.72
2024-05-09,3057785.25,4407226.27,369609259.4,132692766.6,78134330.32,4781930.82,1184943.01,-1349441.02,1.7,0.0,-0.28,305960.71,1025861.84,2234265.33
2024-05-10,9997459.06,3736408.0,55673383.99,271185416.6,97126874.33,4582379.5,2873428.48,6261051.06,2.79,0.11,1.37,1536989.18,185604.18,509265.74
2024-05-11,4267740.67,3544310.24,243692334.6,49252197.48,59559704.15,9135825.21,3431880.7,723430.43,0.83,0.0,0.08,1360631.66,408099.85,770911.27
2024-05-12,9874009.57,1090601.95,80450762.86,319268652.6,53853881.87,4351594.72,6483535.11,8783407.62,5.93,0.11,2.02,301013.39,653613.15,1592256.24
2024-05-13,8261512.65,3686774.4,378278702.9,398031331.7,27677729.43,2572856.2,2566750.82,4574738.25,14.38,0.01,1.78,1663049.19,848290.69,315110.97
2024-05-14,9070888.82,3823021.44,223030097.4,251802818.5,26360098.05,13430634.23,2846256.48,5247867.38,9.55,0.02,0.39,1863907.85,677033.89,192783.93
2024-05-15,1309496.69,1301161.85,284431089.8,309522688.8,58681450.35,8079855.76,3142452.91,8334.84,5.27,0.0,0.0,720803.89,1098116.85,447303.9
2024-05-16,3852298.05,4094524.56,430931452.4,39894907.67,43581035.66,8577111.51,1137247.17,-242226.51,0.92,0.0,-0.03,1741200.28,308580.69,1851614.49
2024-05-17,5596725.72,1660494.58,326848747.2,399171925.2,70404172.6,2014457.22,7394060.23,3936231.14,5.67,0.01,1.95,1855089.65,1270342.42,1763126.12
2024-05-18,3927972.98,795688.88,251241143.2,172675944.3,90610729.99,14895515.71,7156017.05,3132284.1,1.91,0.01,0.21,1293859.52,553568.29,1388991.94
2024-05-19,6451973.37,979668.64,451635480.5,247636943.1,43611215.06,7991678.4,1010279.86,5472304.74,5.68,0.01,0.68,397564.35,1031785.99,126682.6
2024-05-20,3571408.78,2266221.0,140613702.0,216345386.4,85526235.55,3729127.39,2681576.41,1305187.77,2.53,0.01,0.35,1024317.25,619616.66,1964125.95
2024-05-21,5190382.16,3260351.25,54199228.92,67259991.62,41943219.48,13334869.8,6265603.49,1930030.91,1.6,0.04,0.14,1175118.4,590352.84,1320599.93
2024-05-22,4388170.3,2868811.97,248145538.3,301920604.2,40597467.74,8777901.28,2590207.37,1519358.33,7.44,0.01,0.17,1351913.43,600080.12,747440.66
2024-05-23,3571408.78,2266221.0,140613702.0,216345386.4,85526235.55,3729127.39,2681576.41,1305187.77,2.53,0.01,0.35,1024317.25,619616.66,1964125.95
2024-05-24,7500273.12,3388871.75,405043322.0,355042432.5,59488170.65,6001648.95,7868619.35,4111401.36,5.97,0.01,0.69,1672459.5,1167134.81,2296660.25
2024-05-25,4586542.61,1701627.22,404876734.1,256517183.8,87819302.97,9644006.02,3548124.02,2884915.39,2.92,0.01,0.3,1934658.68,741809.24,583806.14
2024-05-26,3898712.49,922553.22,65601620.03,388857087.3,12939315.47,6067954.12,2131909.55,2976159.27,30.05,0.05,0.49,280213.47,622470.56,1374572.56
2024-05-27,7270634.49,2038424.75,411189489.4,340586872.3,85440737.9,2925023.83,6721743.74,5232209.74,3.99,0.01,1.79,132241.35,748755.24,1243589.32
2024-05-28,7480328.83,3231923.16,250888782.4,329367760.5,14551579.34,5135147.79,7338639.27,4248405.67,22.63,0.02,0.83,1938942.68,355266.31,2221945.29
2024-05-29,2683393.74,2519121.3,138243970.7,116178584.9,46288956.99,14685124.64,7363238.41,164272.44,2.51,0.0,0.01,959208.69,174401.71,1260450.29
2024-05-30,8660230.04,4725804.64,437616498.4,160529037.3,70977845.25,6410968.48,1893327.16,3934425.4,2.26,0.01,0.61,1718004.66,514898.86,876833.39
2024-05-31,9296868.12,1358094.74,471631020.4,72894746.51,22855776.83,2210605.17,1940120.64,7938773.37,3.19,0.02,3.59,346728.33,327301.09,1701780.24
2024-06-01,7714403.91,1896628.82,412881627.8,381174484.8,14521870.88,14954842.01,4682665.18,5817775.1,26.25,0.01,0.39,1034663.25,1438761.65,2355845.35
2024-06-02,1102182.8,1402361.27,258033002.5,103924057.5,40637040.05,10996657.19,1015654.3,-300178.47,2.56,0.0,-0.03,996614.77,960540.17,2177343.5
2024-06-03,3978082.22,588697.42,338437434.8,378735995.7,86947661.76,10129292.21,6507040.41,3389384.8,4.36,0.01,0.33,1838186.4,952734.33,507447.13
2024-06-04,1228772.14,558508.66,483401800.2,392680950.6,43792203.56,5361690.68,1173196.25,670263.48,8.97,0.0,0.13,1969769.98,371580.26,1155951.06
2024-06-05,1463308.76,4432505.35,392130420.4,174700465.9,38244412.74,11476209.6,6538229.84,-2969196.59,4.57,-0.01,-0.26,1972641.39,259432.9,2149263.31
2024-06-06,4776400.56,2177098.33,339046486.7,113709381.3,97098531.87,3119717.81,3074566.17,2599302.24,1.17,0.01,0.83,1267548.97,1444238.4,1957401.55
2024-06-07,3178497.44,2224123.38,410691700.4,382943778.8,16927450.24,2167667.11,6117223.63,954374.07,22.62,0.0,0.44,827383.45,1083870.72,2305347.36
2024-06-08,3176670.62,4185960.43,283283609.9,291302000.4,70016265.22,11107949.45,6273099.67,-1009289.81,4.16,0.0,-0.09,501719.39,1196244.73,1329043.74
2024-06-09,2693090.44,3602592.36,285498334.0,268767261.0,31098304.0,12351166.92,663850.34,-909501.92,8.64,0.0,-0.07,1171100.49,606172.72,1819655.77
2024-06-10,2260756.14,3957230.36,129842946.3,101981458.1,67234629.41,7392733.52,4267788.65,-1696474.23,1.52,-0.01,-0.23,114179.97,552742.2,2750062.12
2024-06-11,2042821.54,1498874.73,362727990.0,321800051.8,81240238.23,4941541.59,6679982.39,543946.81,3.96,0.0,0.11,434191.54,233965.6,1857440.11
2024-06-12,7790885.87,1085388.08,176984183.6,92240906.92,69550053.37,3650277.38,2620740.93,6705497.79,1.33,0.04,1.84,383825.11,813884.89,915114.27
2024-06-13,7695516.63,1736627.16,268700222.2,210999872.2,62492715.31,5231863.5,2593478.53,5958889.47,3.38,0.02,1.14,992628.21,1064003.74,1458537.59
2024-06-14,5530755.44,3134094.64,181498203.7,276127569.2,14531457.43,14431794.46,2907477.84,2396660.8,19.0,0.01,0.17,864294.79,399804.29,845161.67
2024-06-15,1874588.44,3323774.58,377820804.7,269794323.2,68377506.11,7209154.17,3102517.52,-1449186.14,3.95,0.0,-0.2,1214543.3,479456.31,845578.66
2024-06-16,8618070.63,1256063.93,430521963.4,118889907.2,58977879.63,7245252.6,989575.68,7362006.69,2.02,0.02,1.02,742898.95,1335905.73,1947437.91
2024-06-17,8862207.62,2890262.88,377001946.4,256091130.6,32757230.64,5231017.67,869708.7,5971944.74,7.82,0.02,1.14,1568396.16,781182.02,766763.28
2024-06-18,8669633.5,3104039.34,128192716.9,284939565.1,91825773.76,2261792.04,7965661.35,5565594.16,3.1,0.04,2.46,1126412.81,736971.27,2095541.21
2024-06-19,2634379.45,4945034.84,193490068.2,215702150.7,83557478.1,7426132.17,3945077.42,-2310655.39,2.58,-0.01,-0.31,973268.03,380745.55,1372147.92
2024-06-20,1282862.67,1435488.15,484619972.5,334457190.4,49012500.95,10207879.24,545352.82,-152625.48,6.82,0.0,-0.01,660152.75,341704.09,474205.59
2024-06-21,9462072.17,4423295.87,336279814.1,288934113.1,17404509.18,9430899.44,4056184.59,5038776.3,16.6,0.01,0.53,1562489.69,1498850.58,1632894.18
2024-06-22,3536692.97,2935699.6,428870105.1,99490476.86,54331216.37,8574057.67,7349222.65,600993.37,1.83,0.0,0.07,1194005.7,129380.22,2145940.29
2024-06-23,6918516.03,3638391.2,142559268.0,319794339.3,78791804.78,6001021.77,5501955.86,3280124.83,4.06,0.02,0.55,1701596.42,214185.27,669079.42
2024-06-24,7771370.76,1729667.87,348705358.8,155671150.7,25761082.61,4302069.32,938434.9,6041702.89,6.04,0.02,1.4,269998.93,1079188.32,1370297.6
2024-06-25,1990467.32,4099348.65,95470614.95,156311899.7,62534222.9,13703433.45,7106713.7,-2108881.33,2.5,-0.02,-0.15,368628.75,321015.58,2138312.69
2024-06-26,8106563.29,1179760.51,302075682.6,106897176.3,29845383.71,14437365.64,4057314.99,6926802.77,3.58,0.02,0.48,1721241.12,804469.26,1741002.91
2024-06-27,8153301.73,666534.36,490986648.2,260430513.9,62285534.19,11122597.56,2770813.46,7486767.38,4.18,0.02,0.67,1992826.54,647425.72,930050.49
2024-06-28,2683393.74,2519121.3,138243970.7,116178584.9,46288956.99,14685124.64,7363238.41,164272.44,2.51,0.0,0.01,959208.69,174401.71,1260450.29
2024-06-29,8458637.58,2859756.21,463726388.0,256894264.1,47734449.5,11949723.73,1017777.03,5598881.37,5.38,0.01,0.47,1644416.85,1425746.22,2042865.12
2024-06-30,6258828.81,1969075.89,292415809.1,46222885.19,70965381.69,4731393.51,3952665.3,4289752.92,0.65,0.01,0.91,562587.38,1417633.98,371606.61
2024-07-01,7727238.44,4783153.03,319260867.9,263859071.0,53391888.9,8507531.13,2312009.57,2944085.41,4.94,0.01,0.35,1973274.92,1477266.87,1074243.84
2024-07-02,4029438.5,615389.3,280700476.7,367528492.3,92355465.93,10620901.24,2246439.18,3414049.21,3.98,0.01,0.32,1022006.81,1440585.06,880447.28
2024-07-03,6598780.3,2715250.35,435081766.5,299088694.2,75970009.65,11854525.47,6363348.69,3883529.95,3.94,0.01,0.33,1689235.5,649346.57,1040870.86
2024-07-04,8890890.73,929908.91,301389078.4,60049422.88,13623220.27,3265769.62,5939947.93,7960981.82,4.41,0.03,2.44,412113.85,714467.31,195119.64
2024-07-05,5090869.58,3018419.08,258769119.6,98688807.5,79549427.77,9195133.09,1843729.39,2072450.51,1.24,0.01,0.23,816962.11,516445.23,1883218.74
2024-07-06,9885485.16,867334.92,87558838.25,180599094.9,49851832.29,4551825.93,1571107.28,9018150.24,3.62,0.1,1.98,603589.85,942254.37,1335090.15
2024-07-07,9870854.09,2384467.36,489143189.7,47480260.6,26912834.27,5308257.31,3877627.89,7486386.72,1.76,0.02,1.41,1829372.64,1153458.68,588477.6
2024-07-08,7419203.09,4350634.11,276154734.4,97224774.61,88961540.78,6437142.4,918056.4,3068568.98,1.09,0.01,0.48,397844.81,483442.92,326182.21
2024-07-09,5218238.44,2016031.06,350563999.5,362737274.8,93576750.59,7585753.72,4839063.64,3202207.38,3.88,0.01,0.42,1594773.73,107358.38,505189.64
2024-07-10,2000777.34,3585043.79,432488917.2,58685399.52,12741731.77,13263501.39,6972197.17,-1584266.45,4.61,0.0,-0.12,1711585.94,78131.81,2281986.78
2024-07-11,5164118.07,3690708.18,388030121.5,161022916.6,78155468.04,11343335.47,1300338.64,1473409.89,2.06,0.0,0.13,570179.66,1421375.92,1154191.93
2024-07-12,2550878.84,1619214.23,439053624.3,137719386.5,19293850.8,5018920.98,3934252.21,931664.61,7.14,0.0,0.19,1700168.09,1371786.49,577123.58
2024-07-13,2077859.19,4406640.14,435063242.2,300396294.2,24509693.08,11165531.78,1044991.91,-2328780.96,12.26,-0.01,-0.21,1538161.01,1402339.75,2480133.94
2024-07-14,7531475.58,4166713.01,492584662.7,135498154.7,96702428.84,14239165.09,7204501.33,3364762.56,1.4,0.01,0.24,1893156.13,750446.06,2538276.71
2024-07-15,9322242.56,979692.14,257664859.1,211171901.3,12803418.35,10868491.96,5474830.32,8342550.43,16.49,0.03,0.77,1232482.83,1122366.71,2962590.25
2024-07-16,8231328.37,4717528.19,86270681.19,111951309.5,39540979.51,9252357.78,7560007.95,3513800.18,2.83,0.04,0.38,126627.58,1318383.26,2057876.67
2024-07-17,6598780.3,2715250.35,435081766.5,299088694.2,75970009.65,11854525.47,6363348.69,3883529.95,3.94,0.01,0.33,1689235.5,649346.57,1040870.86
2024-07-18,2478392.18,1900884.65,165923249.2,325934321.0,94467680.51,3564726.49,4590709.63,577507.54,3.45,0.0,0.16,171375.84,459867.67,2483224.23
2024-07-19,3880446.41,2698894.36,172377376.8,218154662.7,29683882.03,14863569.33,7824632.28,1181552.05,7.35,0.01,0.08,398687.38,678213.85,1028525.39
2024-07-20,9354867.06,3271384.35,158311720.3,156819177.0,68455803.67,14151488.9,5018518.78,6083482.72,2.29,0.04,0.43,549302.33,645368.11,2153048.7
2024-07-21,3712400.87,980946.15,81953449.04,369891311.2,90816818.22,3437846.79,5371670.05,2731454.71,4.07,0.03,0.79,1325951.52,242232.41,1958917.57
2024-07-22,2249444.55,1562227.09,167129085.9,88117132.52,29322629.87,9475787.45,1545876.77,687217.47,3.01,0.0,0.07,1425120.07,1423009.2,1691904.32
2024-07-23,4204870.53,2272389.83,398245845.1,132970500.3,83320390.42,8644477.3,6501031.87,1932480.71,1.6,0.0,0.22,328915.46,1417799.66,260463.92
2024-07-24,5485979.79,3574616.13,101719848.7,120424980.0,16160540.73,4195160.02,1442326.19,1911363.66,7.45,0.02,0.46,263657.97,756269.69,139555.55
2024-07-25,1109390.27,3627418.49,390538177.6,359755835.0,31373070.11,13791545.49,1945072.97,-2518028.22,11.47,-0.01,-0.18,1903634.23,779455.27,2332339.69
2024-07-26,1820854.93,2445506.6,471570107.9,261058201.8,29638678.11,9791676.43,1760150.39,-624651.68,8.81,0.0,-0.06,1726691.88,1464104.58,555983.43
2024-07-27,3528410.59,2303433.77,496471106.7,255850982.3,81348230.22,13252310.98,2852773.44,1224976.81,3.15,0.0,0.09,1274741.54,1226625.61,2437084.39
2024-07-28,8491983.77,1060982.07,289831004.0,204524085.9,26132793.02,11063128.0,599216.1,7431001.7,7.83,0.03,0.67,1660392.9,1292029.38,874908.7
2024-07-29,6867651.34,4748267.03,169270892.8,113793070.3,12018330.02,9076483.54,4515108.26,2119384.31,9.47,0.01,0.23,1659613.12,409328.04,837027.11
2024-07-30,9585357.19,4058254.24,244434597.3,60038670.46,57490971.96,7147183.94,4937877.27,5527102.95,1.04,0.02,0.77,374192.88,1201495.11,317914.56
2024-07-31,3496430.65,3053933.82,141694906.6,313026670.0,79771964.67,9376082.27,795214.1,442496.83,3.92,0.0,0.05,743592.62,1398507.8,844318.9
2024-08-01,6867651.34,4748267.03,169270892.8,113793070.3,12018330.02,9076483.54,4515108.26,2119384.31,9.47,0.01,0.23,1659613.12,409328.04,837027.11
2024-08-02,5568493.41,1522713.32,143146660.3,171633420.7,70969426.41,6473191.03,4762014.62,4045780.09,2.42,0.03,0.63,1908234.57,1049455.02,2424763.51
2024-08-03,7332920.73,2728159.37,421272234.6,226903286.5,41978777.36,13731242.59,1097863.05,4604761.36,5.41,0.01,0.34,502954.35,55553.92,1117829.31
2024-08-04,5608837.52,3796574.44,451438110.0,142168366.5,33817152.42,7773346.24,4437870.05,1812263.09,4.2,0.0,0.23,588589.47,163839.31,388539.06
2024-08-05,9070888.82,3823021.44,223030097.4,251802818.5,26360098.05,13430634.23,2846256.48,5247867.38,9.55,0.02,0.39,1863907.85,677033.89,192783.93
2024-08-06,5821972.16,2251830.26,269708511.7,47702697.44,33765578.62,6939728.03,6114565.31,3570141.89,1.41,0.01,0.51,432084.44,886557.38,2563840.51
2024-08-07,9659552.94,552292.43,73380459.9,185913392.1,59604396.57,10780928.59,7788839.76,9107260.51,3.12,0.12,0.84,552840.7,821922.34,1136788.65
2024-08-08,6252905.01,1253671.62,309917014.7,224855930.0,96534309.21,8346309.78,4007904.62,4999233.39,2.33,0.02,0.6,199330.3,1219726.32,1301846.46
2024-08-09,5330260.92,4385001.42,202487292.2,184761461.2,86019931.82,14775614.03,5237918.14,945259.49,2.15,0.0,0.06,691873.37,1340136.04,2666287.57
2024-08-10,4067231.86,705839.15,388118788.7,186058436.6,54066201.58,14297621.57,2036018.07,3361392.71,3.44,0.01,0.24,237205.05,727711.64,440916.02
2024-08-11,4029438.5,615389.3,280700476.7,367528492.3,92355465.93,10620901.24,2246439.18,3414049.21,3.98,0.01,0.32,1022006.81,1440585.06,880447.28
2024-08-12,3906608.26,3912073.14,215573338.1,120921476.5,51850856.58,10191210.65,1246210.02,-5464.88,2.33,0.0,0.0,1578171.45,840370.95,1048132.09
2024-08-13,8890890.73,929908.91,301389078.4,60049422.88,13623220.27,3265769.62,5939947.93,7960981.82,4.41,0.03,2.44,412113.85,714467.31,195119.64
2024-08-14,9322242.56,979692.14,257664859.1,211171901.3,12803418.35,10868491.96,5474830.32,8342550.43,16.49,0.03,0.77,1232482.83,1122366.71,2962590.25
2024-08-15,1330148.83,3376039.72,183757013.5,275162076.5,85681783.94,10394425.56,5609615.83,-2045890.89,3.21,-0.01,-0.2,1583295.94,606047.63,1726014.0
2024-08-16,6503088.12,968493.42,114167364.8,144162166.0,14616446.41,5869453.61,7794261.77,5534594.7,9.86,0.05,0.94,1417461.62,305797.27,1013039.35
2024-08-17,7531475.58,4166713.01,492584662.7,135498154.7,96702428.84,14239165.09,7204501.33,3364762.56,1.4,0.01,0.24,1893156.13,750446.06,2538276.71
2024-08-18,8288870.01,2901211.46,327679932.3,23440581.4,37762145.33,4544264.32,2921073.45,5387658.55,0.62,0.02,1.19,797946.98,404880.37,2408598.72
2024-08-19,4223464.46,2414720.01,419736604.0,58956066.35,29120254.95,12554259.61,4531551.08,1808744.46,2.02,0.0,0.14,419424.39,1156777.62,1838348.57
2024-08-20,1130901.99,3342020.99,428651398.9,391839678.0,35915080.84,2639871.89,5712276.0,-2211119.0,10.91,-0.01,-0.84,807383.49,981059.84,2168633.02
2024-08-21,5360706.87,1167544.4,158852222.7,146333339.7,39536153.45,10974197.01,3583350.63,4193162.46,3.7,0.03,0.38,796771.63,1199360.59,2209980.03
2024-08-22,7695516.63,1736627.16,268700222.2,210999872.2,62492715.31,5231863.5,2593478.53,5958889.47,3.38,0.02,1.14,992628.21,1064003.74,1458537.59
2024-08-23,4111005.55,2838982.77,302198283.9,170690399.2,76498000.94,6058466.58,4873293.18,1272022.78,2.23,0.0,0.21,1881214.23,170899.63,1991565.62
2024-08-24,5524483.51,1654532.53,209647081.3,224566138.4,45379351.68,14926293.93,6711394.02,3869950.98,4.95,0.02,0.26,1666582.43,433983.67,575368.76
2024-08-25,9757094.99,4379191.93,68878050.54,53930019.32,60705581.56,6742692.11,2441782.06,5377903.06,0.89,0.08,0.8,1310874.1,1221355.61,391797.93
2024-08-26,3089914.26,4833170.94,473776570.2,122164335.5,19022100.74,5025468.54,5195410.32,-1743256.68,6.42,0.0,-0.35,893646.28,1403710.06,1206085.55
2024-08-27,6986774.99,3722678.03,321707953.8,374429993.1,66047806.29,11412379.45,5687325.51,3264096.95,5.67,0.01,0.29,1122379.86,1023391.41,1830496.67
2024-08-28,7308722.18,2158368.55,207277867.4,369421789.4,53751743.67,5647810.57,555147.83,5150353.64,6.87,0.02,0.91,547796.82,276967.36,227155.87
2024-08-29,8106563.29,1179760.51,302075682.6,106897176.3,29845383.71,14437365.64,4057314.99,6926802.77,3.58,0.02,0.48,1721241.12,804469.26,1741002.91
2024-08-30,6048441.74,3763659.47,421690195.7,195452134.7,72195023.15,13520226.82,4536650.76,2284782.27,2.71,0.01,0.17,219524.2,60289.97,1333533.84
2024-08-31,6506676.05,4112840.52,259342525.5,80809475.86,56344001.49,7346951.64,2631382.22,2393835.53,1.43,0.01,0.33,293569.65,1483137.32,2843619.29
2024-09-01,6048441.74,3763659.47,421690195.7,195452134.7,72195023.15,13520226.82,4536650.76,2284782.27,2.71,0.01,0.17,219524.2,60289.97,1333533.84
2024-09-02,8725714.77,4880700.36,480476579.5,47770993.57,30684405.32,5855962.27,6039095.4,3845014.41,1.56,0.01,0.66,1056118.79,1444336.59,707279.47
2024-09-03,6564292.94,4939835.55,55581816.32,41502549.34,28815343.63,14285312.84,3835345.83,1624457.39,1.44,0.03,0.11,301029.55,925514.46,1409753.09
2024-09-04,9168098.27,2396410.48,247780259.9,96180315.9,29810019.33,5847116.38,7445446.7,6771687.79,3.23,0.03,1.16,1839050.89,172910.92,217698.57
2024-09-05,9074941.82,3626134.12,381845195.9,325504232.9,90812726.83,13347172.48,4801724.6,5448807.7,3.58,0.01,0.41,1359433.6,487410.25,171622.16
2024-09-06,3738180.19,3160739.46,497362712.6,165998550.9,24875604.11,13519119.41,7319016.02,577440.73,6.67,0.0,0.04,1766528.89,609051.13,1740667.19
2024-09-07,5854080.18,1130509.29,157631046.9,294628643.9,79552861.6,11291344.84,3041176.12,4723570.89,3.7,0.03,0.42,373349.14,275754.27,2851857.03
2024-09-08,4348162.77,2056473.76,324601317.3,236425116.2,61095458.61,10392438.36,6239872.25,2291689.02,3.87,0.01,0.22,973169.66,627794.21,2202246.97
2024-09-09,1518028.84,2388772.93,238456993.6,142234596.1,32470205.75,6099728.66,3499872.64,-870744.09,4.38,0.0,-0.14,272369.68,362140.12,1588960.04
2024-09-10,1062569.17,3350651.99,416286621.3,23368048.34,22629206.64,5845713.27,6079288.9,-2288082.81,1.03,-0.01,-0.39,417012.3,579781.92,648502.22
2024-09-11,5596725.72,1660494.58,326848747.2,399171925.2,70404172.6,2014457.22,7394060.23,3936231.14,5.67,0.01,1.95,1855089.65,1270342.42,1763126.12
2024-09-12,8052877.11,1314396.29,81338516.67,81953428.03,91217173.0,10773611.64,3102192.13,6738480.83,0.9,0.08,0.63,1289098.27,922445.58,2155420.33
2024-09-13,6582785.96,3165576.48,386971851.6,326686943.5,84785425.39,14960342.43,4237497.71,3417209.48,3.85,0.01,0.23,1688549.91,1436171.09,669679.81
2024-09-14,6331731.12,3818755.62,93504402.34,139307352.6,19481093.6,11593362.32,2827313.62,2512975.5,7.15,0.03,0.22,1138305.09,439016.44,2847541.19
2024-09-15,5704595.46,1819164.79,61615358.13,239366031.1,68348620.67,2177871.39,1603724.38,3885430.68,3.5,0.06,1.78,951146.15,589163.34,559708.68
2024-09-16,7372653.2,1009571.21,293005361.6,192520616.1,64949207.95,2736845.62,6947340.09,6363081.99,2.96,0.02,2.32,972677.01,1414000.77,2404522.39
2024-09-17,9585357.19,4058254.24,244434597.3,60038670.46,57490971.96,7147183.94,4937877.27,5527102.95,1.04,0.02,0.77,374192.88,1201495.11,317914.56
2024-09-18,5523733.84,3183214.45,320846715.3,287465694.8,99161124.14,9234040.29,4493531.81,2340519.38,2.9,0.01,0.25,1001613.77,250676.5,1434297.62
2024-09-19,5158052.23,2426898.27,367513638.2,334851127.2,40370885.11,8408440.63,7464166.5,2731153.97,8.29,0.01,0.32,631557.17,777806.59,2397350.82
2024-09-20,1845837.46,4456032.38,392504691.7,164055738.5,92917676.1,2761348.97,2298649.64,-2610194.93,1.77,-0.01,-0.95,1991725.84,498584.42,1539336.04
2024-09-21,4139814.4,1381000.94,496767577.6,95722727.86,96917248.88,8667371.65,1296603.71,2758813.46,0.99,0.01,0.32,627293.33,799821.0,106807.67
2024-09-22,9045033.25,4279375.86,290285362.7,333402430.2,14556022.5,7989536.8,2563241.61,4765657.38,22.9,0.02,0.6,1895532.48,505929.45,535900.81
2024-09-23,2349256.85,930715.5,173921528.4,90545747.86,91381896.23,12757808.02,1462624.45,1418541.35,0.99,0.01,0.11,174893.41,740282.22,545873.01
2024-09-24,8576458.99,1655494.55,479777230.2,250558055.4,12319263.89,2002951.5,757826.44,6920964.44,20.34,0.01,3.46,467344.54,748892.63,855932.51
2024-09-25,8018879.91,2507025.98,55448813.86,70854777.94,61903215.9,10022377.28,4979842.84,5511853.93,1.14,0.1,0.55,411085.02,893303.81,824714.99
2024-09-26,4226191.56,621931.97,128086031.7,67431909.31,40026555.63,11991557.3,3218764.88,3604259.59,1.68,0.03,0.3,1453218.39,815857.7,2299315.84
2024-09-27,5608837.52,3796574.44,451438110.0,142168366.5,33817152.42,7773346.24,4437870.05,1812263.09,4.2,0.0,0.23,588589.47,163839.31,388539.06
2024-09-28,3571408.78,2266221.0,140613702.0,216345386.4,85526235.55,3729127.39,2681576.41,1305187.77,2.53,0.01,0.35,1024317.25,619616.66,1964125.95
2024-09-29,5132221.81,1235857.43,187389804.5,186311304.7,45956690.61,14149070.45,2182872.35,3896364.38,4.05,0.02,0.28,1227643.19,331486.72,1420954.92
2024-09-30,5036009.7,1493463.26,234993021.2,313218226.2,17831549.65,8365372.99,5061585.33,3542546.44,17.57,0.02,0.42,1531603.65,239777.65,1400382.74
2024-10-01,4386336.27,4643815.32,294592197.8,234348131.0,63721962.15,6344505.28,3926660.54,-257479.05,3.68,0.0,-0.04,1647787.61,918566.01,1026809.34
2024-10-02,7566455.61,3437357.49,465240735.7,203694825.7,44904348.09,3702658.66,3071972.47,4129098.12,4.54,0.01,1.12,1051177.11,1428230.16,1680156.89
2024-10-03,1282862.67,1435488.15,484619972.5,334457190.4,49012500.95,10207879.24,545352.82,-152625.48,6.82,0.0,-0.01,660152.75,341704.09,474205.59
2024-10-04,8795585.31,4665058.31,410160428.5,102799170.6,77352026.83,7309922.56,7665861.44,4130527.0,1.33,0.01,0.57,1792581.08,506152.07,1279245.93
2024-10-05,8018879.91,2507025.98,55448813.86,70854777.94,61903215.9,10022377.28,4979842.84,5511853.93,1.14,0.1,0.55,411085.02,893303.81,824714.99
2024-10-06,7162580.55,3690772.34,406967607.7,218553868.8,95244531.66,8451109.88,3746299.41,3471808.22,2.29,0.01,0.41,340610.54,430639.92,242566.4
2024-10-07,7566455.61,3437357.49,465240735.7,203694825.7,44904348.09,3702658.66,3071972.47,4129098.12,4.54,0.01,1.12,1051177.11,1428230.16,1680156.89
2024-10-08,1309496.69,1301161.85,284431089.8,309522688.8,58681450.35,8079855.76,3142452.91,8334.84,5.27,0.0,0.0,720803.89,1098116.85,447303.9
2024-10-09,7615639.39,961293.78,110065987.6,344438270.3,46612432.09,13414435.67,6135674.88,6654345.62,7.39,0.06,0.5,371817.71,1107398.36,1650208.18
