Fecha,Ingreso_Total,Gastos_Operativos,Ingreso_Operativo,Gastos_Financieros,Impuestos,Ingreso_Neto,Dividendos,Activos,Pasivos,Patrimonio_Neto,Flujo_Efectivo,Ratio_deuda_patrimonio,ROA,Margen_Utilidad
2025-09-12,14685124.64,2519121.3,2683393.74,959208.69,174401.71,164272.44,1260450.29,138243970.7,116178584.9,46288956.99,7363238.41,2.51,0.0,0.01
2025-09-13,4551825.93,867334.92,9885485.16,603589.85,942254.37,9018150.24,1335090.15,87558838.25,180599094.9,,1571107.28,3.62,0.1,1.98
2025-09-14,,4757519.58,9881982.43,1520289.21,1161209.36,5124462.85,1129485.84,277716767.9475541,226349341.9,71976846.64,6607879.41,3.14,0.01,0.39
2025-09-15,11773726.9,1408340.53,3423189.08,1746960.82,829653.59,2014848.54,,85536122.99,209501197.07378653,94037448.07,727653.54,0.49,0.02,
2025-09-16,4208531.95,3873433.24,7757839.61,1022052.2,192164.58,3884406.37,2992526.52,75674624.52,392847578.0,43495592.97,3404173.56,9.03,0.05,0.92
2025-09-17,,3823021.44,9070888.82,1863907.85,677033.89,5247867.38,192783.93,277716767.9475541,251802818.5,26360098.05,2846256.48,9.55,0.02,0.39
2025-09-18,,,8097374.9,1379858.68,892404.45,2754910.734271937,,113961705.7,131105582.0,13545265.03,5293308.85,9.68,0.03,0.24
2025-09-19,3632147.27,4428256.26,2454658.43,616263.44,580740.99,-1973597.83,1759982.41,208963133.8,304485189.0,99900335.08,,3.05,-0.01,-0.54
2025-09-20,,4550083.89,5524111.21,1961915.35,779035.99,974027.32,1465276.49,166915943.9,174866351.8,28202876.25,6062204.66,6.2,0.01,
2025-09-21,14889926.09,,,679689.4,170226.14,5358358.65,1727931.89,283723636.8,379653475.0,14465293.6,1468034.35,26.25,0.02,0.36
2025-09-22,6984162.83,636741.77,4884935.92,860626.75,,4248194.15,,445540505.1,269567304.1,69559995.92,5780235.89,3.88,0.01,0.61
2025-09-23,7759438.18,4776068.09,8983777.82,1932271.14,1385096.85,4207709.73,2089470.25,82065527.49,128024155.3,32410786.25,6618090.35,3.95,0.05,0.54
2025-09-24,7110912.68,3373366.76,5945759.94,599121.41,1226101.62,2572393.18,1986758.92,167071005.9,342255994.1,33692261.19,930438.83,10.16,0.02,0.36
2025-09-25,11222054.68,716954.17,2375732.25,1051665.55,,2754910.734271937,,334088398.9,209501197.07378653,41940791.51,4294443.5,2.9,,0.15
2025-09-26,11034390.55,1097220.89,6581193.38,1574143.62,,2754910.734271937,2655204.93,484014494.3,283574861.8,57226207.39,1882260.48,4.96,0.01,0.5
2025-09-27,3749491.47,2993801.01,3266040.66,1182044.79,1217201.91,272239.65,1249204.06,380126471.3,311124054.5,62092607.91,3752707.48,5.01,0.0,0.07
2025-09-28,3616495.94,1507179.27,1228156.69,1449801.45,1077905.01,-279022.58,165448.89,498350451.9,152276325.4,97780882.01,5005941.12,1.56,0.0,-0.08
2025-09-29,9892758.65,1799121.82,1812607.93,1762012.93,274520.02,13486.12,1492391.32,117521899.1,173091847.4,94516163.15,4119509.27,1.83,0.0,0.0
2025-09-30,13376737.04,,,1050212.3440771175,1244429.47,6747450.83,427288.62,215739288.7,161260932.1,83527651.65,5756492.73,1.93,0.03,0.5
2025-10-01,,,6506676.05,293569.65,1483137.32,2393835.53,2843619.29,259342525.5,80809475.86,56344001.49,2631382.22,1.43,0.01,0.33
2025-10-02,5033326.69,3523517.35,6609683.14,1039304.54,749614.94,3086165.8,255372.02,489024590.4,353294420.8,26509797.68,4017805.61,13.33,0.01,0.61
2025-10-03,14149070.45,1235857.43,5132221.81,1227643.19,331486.72,3896364.38,1420954.92,187389804.5,186311304.7,45956690.61,2182872.35,,0.02,0.28
2025-10-04,5535409.27,1127102.33,4756699.03,1660795.38,854199.71,3629596.7,724207.08,187814129.4,277192093.6,65842640.65,3678275.9,4.21,0.02,0.66
2025-10-05,7269229.69,3277152.44,2730601.17,497681.54,551149.24,-546551.27,777383.26,295991699.1,130217302.2,25527148.93,3458595.43,5.1,0.0,-0.08
2025-10-06,4181589.74,2926225.75,2472903.49,1050212.3440771175,1420427.55,-453322.26,589617.46,73010921.65,338626896.9,20834882.09,2694913.23,16.25,-0.01,-0.11
2025-10-07,12769702.72,4977085.2,7534822.0,288377.61,716051.71,2557736.8,1714773.24,385580202.2,312660120.5,90762927.92,2866498.85,3.44,0.01,0.2
2025-10-08,4629821.34,3276171.13,1907002.01,1603490.36,213618.79,-1369169.12,1164791.91,60886293.75,48970902.83,38248794.71,3691292.44,1.28,-0.02,-0.3
2025-10-09,9358239.52,4694126.47,8897248.12,184717.38,508106.94,4203121.65,448461.85,267335992.4,321394292.1,87381520.73,7515458.67,3.68,,0.45
2025-10-10,7325747.3,3924607.96,8315196.11,1050212.3440771175,1368693.31,4390588.15,577681.47,437062862.0,239306582.7,78451807.82,5879464.07,3.05,0.01,0.6
2025-10-11,6099728.66,2388772.93,1518028.84,272369.68,362140.12,-870744.09,1588960.04,238456993.6,142234596.1,32470205.75,3499872.64,4.38,0.0,-0.14
2025-10-12,8687997.26,872594.01,4310048.19,1548046.28,398219.81,3437454.19,2143031.55,254469800.6,321915906.9,81661730.55,4592719.77,3.94,0.01,0.4
2025-10-13,12562159.67,731416.16,4480618.12,377583.47,442491.23,3749201.96,1268078.05,246921405.8,249327376.5,,,9.27,0.02,0.3
2025-10-14,10394425.56,3376039.72,1330148.83,1050212.3440771175,606047.63,-2045890.89,1726014.0,183757013.5,275162076.5,85681783.94,5609615.83,3.21,-0.01,-0.2
2025-10-15,4544264.32,2901211.46,8288870.01,797946.98,,5387658.55,2408598.72,327679932.3,23440581.4,37762145.33,2921073.45,0.62,0.02,1.19
2025-10-16,9330607.97,853603.24,9012374.06,140184.66,789478.37,8158770.82,2529740.0,221189003.4,337613852.6,11723993.7,5903425.56,28.8,0.04,0.87
2025-10-17,2286859.93,,5989186.47,1575960.6,539170.66,5097746.05,1797588.73,314691020.1,44964046.4,97576911.81,4598053.06,0.46,0.02,2.23
2025-10-18,5018920.98,1619214.23,2550878.84,1700168.09,1371786.49,931664.61,577123.58,439053624.3,137719386.5,19293850.8,3934252.21,7.14,0.0,0.19
2025-10-19,6491251.1,4960258.82,3578871.27,1621554.39,838052.42,-1381387.55,1837904.8,376907771.8,207288542.1,12856938.88,4826059.4,16.12,0.0,-0.21
2025-10-20,8557927.24,1263910.57,2636920.76,1587216.78,397925.91,2754910.734271937,1343773.55,351829540.4,230028688.8,63536264.16,7009847.2,3.62,0.0,0.16
2025-10-21,12773216.79,3460303.87,3135041.13,1952044.15,1178848.03,-325262.75,1919049.36,249521006.5,256986535.8,32980273.64,2876781.03,7.79,0.0,-0.03
2025-10-22,5107862.99,4344732.92,4568885.04,203567.63,137990.45,224152.12,821936.22,277716767.9475541,318758147.9,40956191.79,3738553.21,7.78,0.0,0.04
2025-10-23,5107862.99,4344732.92,4568885.04,203567.63,137990.45,2754910.734271937,821936.22,128696646.7,318758147.9,40956191.79,,7.78,0.0,0.04
2025-10-24,14453296.18,3560633.47,2466409.84,1270952.42,175363.39,-1094223.63,1448078.86,277716767.9475541,151173039.2,55495788.44,6203000.5,,0.0,-0.08
2025-10-25,4032120.62,2061289.41,,1050212.3440771175,1161930.9,3566820.54,419051.39,291122458.0,383249155.0,,1756749.04,9.15,0.01,0.88
2025-10-26,8079855.76,1301161.85,1309496.69,720803.89,1098116.85,8334.84,447303.9,284431089.8,309522688.8,58681450.35,3142452.91,5.27,0.0,0.0
2025-10-27,5517270.33,4180253.97,8353648.64,1671048.91,536633.4,4173394.67,256738.12,164476211.4,299883386.8,55218455.84,6587202.61,5.43,0.03,0.76
2025-10-28,,2445506.6,1820854.93,1726691.88,,-624651.68,555983.43,471570107.9,261058201.8,29638678.11,1760150.39,8.81,0.0,-0.06
2025-10-29,5018920.98,1619214.23,2550878.84,1700168.09,1371786.49,931664.61,577123.58,439053624.3,137719386.5,19293850.8,3934252.21,7.14,0.0,0.19
2025-10-30,9575287.84,3177850.69,7218439.64,1290831.36,1384055.34,4040588.95,1629201.6,359660617.7,392012823.8,78476619.78,1425873.99,5.0,0.01,
2025-10-31,,3464184.99,1507379.47,387402.14,,-1956805.52,2807668.83,446867491.2,306614338.7,24651189.03,3796722.06,12.44,0.0,-0.21
2025-11-01,6896793.73,4407220.76,7213553.46,197326.16,351936.12,2806332.7,160637.59,459846572.7,39697603.67,14748873.21,4445705.1,2.69,0.01,0.41
2025-11-02,,3602592.36,2693090.44,1171100.49,606172.72,-909501.92,1819655.77,285498334.0,268767261.0,31098304.0,663850.34,8.64,0.0,-0.07
2025-11-03,5699038.01,1115683.84,9073992.34,1957132.55,415397.42,7958308.5,2695598.19,82437951.2,208744260.7,86038421.3,,2.43,0.1,1.4
2025-11-04,6896793.73,4407220.76,7213553.46,197326.16,351936.12,2806332.7,160637.59,459846572.7,39697603.67,14748873.21,4445705.1,2.69,0.01,0.41
2025-11-05,7338874.23,2503873.65,2323661.33,1167029.56,,-180212.32,1089038.83,175674239.8,338818984.5,83888291.56,4823666.77,4.04,0.0,-0.02
2025-11-06,8777901.28,,4388170.3,1351913.43,600080.12,1519358.33,747440.66,248145538.3,301920604.2,40597467.74,2590207.37,7.44,0.01,0.17
2025-11-07,10133864.86,4177839.96,8794575.01,1135166.88,362270.96,4616735.04,1397091.61,452295369.5,387401289.9,66042058.69,7715438.74,5.87,0.01,
2025-11-08,5126910.61,520844.1,2255444.75,1831128.95,724652.42,1734600.64,809675.23,77064054.17,28873796.6,24522652.09,2667263.94,1.18,0.02,0.34
2025-11-09,8503620.96,1706286.38,,1939821.22,1185130.5,744705.2,,77607332.2,355716609.9,69105653.62,4654949.42,5.15,0.01,0.09
2025-11-10,12638945.52,664473.51,1796432.52,1384771.92,942371.93,1131959.01,246471.67,299211008.3,209501197.07378653,72286628.23,1595157.64,2.61,0.0,0.09
2025-11-11,3336953.7,3018381.49,5884264.75,1584777.97,130271.73,2865883.26,,433141231.0,96498600.97,16214131.57,5267339.91,5.95,0.01,0.86
2025-11-12,3060783.36,4533511.18,4847869.17,870396.19,87466.51,314357.98,1513656.72,110824830.1,348919315.3,16669488.03,2734829.27,20.93,0.0,0.1
2025-11-13,12809738.33,4233838.12,3707904.79,1984086.25,439468.45,-525933.33,1519035.97,277716767.9475541,253169563.4,24082904.44,3224415.14,10.51,-0.01,-0.04
2025-11-14,2945554.32,3432500.71,1756961.26,1314483.48,1360964.81,-1675539.46,2035318.37,323837272.7,171177917.7,18439887.36,4284779.66,9.28,-0.01,-0.57
2025-11-15,6274694.03,1885684.74,5793555.4,1324004.73,434202.24,3907870.66,1856527.8,451536124.2,184167192.5,93929939.06,2082274.18,1.96,0.01,0.62
2025-11-16,10829113.39,4090161.42,9725233.9,1702993.01,857228.42,5635072.48,1976944.62,335346814.1,78834872.79,60133646.19,6246841.05,1.31,0.02,0.52
2025-11-17,2779262.91,1303450.98,,1542055.98,762429.13,2754910.734271937,1561803.23,437906517.0,392775203.7,16812975.46,,23.36,0.01,0.94
2025-11-18,3699325.21,1088931.47,2159917.5,664706.82,732523.62,1070986.02,2780233.46,394729149.4,211822327.4,51758352.84,7752263.86,4.09,0.0,0.29
2025-11-19,12742430.54,3045793.84,4904664.84,1770846.81,1299673.54,2754910.734271937,2968728.38,368456420.6,209501197.07378653,40838063.19,6247604.1,1.8,0.01,0.15
2025-11-20,,2807098.3,4241715.77,465399.97,1214657.58,1434617.47,1751498.93,141816035.6,196356160.6,89462333.49,1384793.63,2.19,0.01,
2025-11-21,8500757.37,4871277.92,5625905.4,200369.2,338448.18,754627.48,1561277.51,358847238.5,164596729.8,59202611.39,3383868.6,2.78,0.0,0.09
2025-11-22,4195160.02,3574616.13,5485979.79,263657.97,756269.69,1911363.66,139555.55,101719848.7,120424980.0,16160540.73,1442326.19,7.45,0.02,0.46
2025-11-23,6410128.6,,1353809.26,1043379.3,413200.27,-72476.19,746961.05,389282856.6,209501197.07378653,72281013.04,5658269.05,3.16,0.0,-0.01
2025-11-24,9739762.81,2035615.22,2209732.09,1578027.87,939432.68,174116.87,2429085.96,182069970.4,184927969.6,32605234.08,4190012.97,5.67,0.0,0.02
2025-11-25,11831299.29,1934386.26,9233779.51,277762.87,767165.73,7299393.25,,247732245.4,317093068.1,29047230.87,,10.92,0.03,0.62
2025-11-26,11362046.99,4605635.06,7336717.91,394093.47,820442.93,2731082.86,1880153.24,343016413.2,209501197.07378653,20790198.41,5024340.67,4.53,0.01,0.24
2025-11-27,5518371.25,2535977.82,2534717.11,1206626.65,1414854.45,-1260.71,1382941.85,206407185.9,334148796.7,,6046019.25,,0.0,
2025-11-28,4408599.05,803077.71,9914546.28,125234.29,1247537.93,9111468.57,656847.13,394480804.6,209501197.07378653,95630034.31,2991293.92,3.04,0.02,2.07
2025-11-29,7219003.13,2229469.91,8184656.61,1747322.05,968985.76,5955186.7,2035505.04,315656460.7,159758675.4,96482813.22,5106396.83,1.66,0.02,0.82
2025-11-30,4582379.5,3736408.0,9997459.06,1536989.18,185604.18,6261051.06,509265.74,55673383.99,271185416.6,97126874.33,2873428.48,2.79,0.11,1.37
2025-12-01,6635750.29,4614853.76,5405074.84,1583328.68,62318.59,790221.09,,158540655.9,380121449.9,55635368.21,5553171.72,6.83,0.0,0.12
2025-12-02,9460256.05,3346798.52,6660485.62,1924696.87,779543.65,3313687.1,103724.83,277716767.9475541,392853161.1,42526340.12,1502717.41,9.24,0.01,0.35
2025-12-03,14728970.22,1318676.59,8219772.83,1685470.68,152297.59,2754910.734271937,1220085.55,277716767.9475541,34994622.5,,1613800.86,0.58,0.01,0.47
2025-12-04,5038630.3,677420.65,3018423.79,634806.87,102694.09,2341003.13,2492891.14,59425232.46,209501197.07378653,42438414.44,5264925.1,7.11,0.04,0.46
2025-12-05,6984162.83,636741.77,4884935.92,860626.75,761151.19,4248194.15,1537396.37,445540505.1,269567304.1,69559995.92,5780235.89,3.88,0.01,0.61
2025-12-06,8282825.7,2929934.21,3870780.67,1909294.15,466523.66,940846.46,588937.24,277716767.9475541,184470080.8,43432053.64,6624914.32,4.25,0.0,0.11
2025-12-07,14926293.93,1654532.53,5524483.51,1666582.43,433983.67,3869950.98,575368.76,277716767.9475541,224566138.4,45379351.68,6711394.02,4.95,0.02,0.26
2025-12-08,,4748267.03,6867651.34,1659613.12,409328.04,2119384.31,837027.11,169270892.8,113793070.3,12018330.02,4515108.26,9.47,0.01,0.23
2025-12-09,11991557.3,,4226191.56,1453218.39,815857.7,3604259.59,2299315.84,128086031.7,67431909.31,40026555.63,3218764.88,1.68,0.03,0.3
2025-12-10,2002951.5,1655494.55,8576458.99,467344.54,748892.63,6920964.44,855932.51,479777230.2,250558055.4,12319263.89,757826.44,,0.01,3.46
2025-12-11,8507531.13,4783153.03,7727238.44,1973274.92,,2944085.41,,319260867.9,263859071.0,53391888.9,,4.94,0.01,0.35
2025-12-12,6813018.41,3813809.07,1798322.8,1335484.64,1161814.12,-2015486.26,1014128.54,68911103.83,257452157.9,98521048.59,2357237.32,2.61,-0.03,-0.3
2025-12-13,4432615.52,2259076.98,5884519.99,1107099.44,643863.34,3625443.01,711919.41,435903052.0,209501197.07378653,82508392.48,3217201.18,1.57,0.01,0.82
2025-12-14,2806538.42,4833464.02,2063483.45,1325785.16,564772.14,-2769980.57,2048159.88,133745638.0,38992030.89,53486277.7,,0.73,-0.02,-0.99
2025-12-15,10207887.71,2460124.92,8789564.13,470391.26,1120528.49,6329439.22,229828.33,81919497.26,378999778.3,30824257.27,,,0.08,0.62
2025-12-16,2521805.17,2624301.25,2763845.76,1731340.2,638285.92,139544.51,227255.16,187485939.8,257969042.1,28562690.25,7535481.05,9.03,0.0,0.06
2025-12-17,6165216.72,3102741.13,,627993.14,,5746374.05,892162.9,205644857.3,212140978.3,49789633.12,,4.26,0.03,0.93
2025-12-18,12716555.81,4639350.27,8066583.65,1703084.71,277508.81,2754910.734271937,2918955.08,360502200.9,362031609.6,90176998.15,1699098.23,4.01,0.01,0.27
2025-12-19,4351594.72,1090601.95,9874009.57,301013.39,653613.15,8783407.62,1592256.24,80450762.86,319268652.6,53853881.87,6483535.11,5.93,0.11,2.02
2025-12-20,3336953.7,3018381.49,5884264.75,1584777.97,130271.73,2865883.26,329823.86,433141231.0,96498600.97,16214131.57,5267339.91,5.95,0.01,0.86
2025-12-21,14854927.04,4550104.06,8097374.9,1379858.68,892404.45,3547270.85,211915.53,113961705.7,131105582.0,13545265.03,5293308.85,9.68,0.03,0.24
2025-12-22,8577111.51,4094524.56,3852298.05,1741200.28,308580.69,-242226.51,1851614.49,430931452.4,39894907.67,43581035.66,1137247.17,0.92,0.0,-0.03
2025-12-23,10052069.6,4824816.43,9183883.62,764267.36,97105.57,4359067.19,1642605.63,330613559.6,336786985.5,72678682.63,823250.82,,0.01,0.43
2025-12-24,2177871.39,1819164.79,5704595.46,951146.15,589163.34,3885430.68,559708.68,61615358.13,239366031.1,68348620.67,1603724.38,3.5,0.06,1.78
2025-12-25,13520226.82,3763659.47,6048441.74,219524.2,60289.97,2754910.734271937,1333533.84,421690195.7,195452134.7,72195023.15,4536650.76,2.71,0.01,0.17
2025-12-26,6742692.11,4379191.93,9757094.99,1310874.1,1221355.61,5377903.06,391797.93,68878050.54,53930019.32,60705581.56,2441782.06,0.89,0.08,0.8
2025-12-27,12645300.52,4382586.85,,1833194.39,1137102.33,192998.77,2726963.23,243468984.8,80975793.42,73849497.82,5347324.5,1.1,0.0,0.02
2025-12-28,10829113.39,4090161.42,9725233.9,1702993.01,857228.42,5635072.48,1976944.62,335346814.1,78834872.79,60133646.19,6246841.05,1.31,0.02,0.52
2025-12-29,5647810.57,2158368.55,7308722.18,547796.82,276967.36,5150353.64,227155.87,207277867.4,369421789.4,53751743.67,555147.83,6.87,0.02,0.91
2025-12-30,3388409.15,3615962.68,2380162.63,1050212.3440771175,861841.27,-1235800.05,1998849.68,218548799.2,136962416.0,17517242.32,2837396.87,7.82,-0.01,-0.36
2025-12-31,4582210.98,1251688.59,2520415.57,1436232.1,106259.21,1268726.98,209678.4,489560147.8,275627137.8,36672185.22,2329964.77,7.52,0.0,0.28
2026-01-01,3889247.0,3924625.56,8330216.34,1121404.16,1484455.92,4405590.78,2758265.0,442728612.7,189305822.7,76747730.67,4537723.27,2.47,0.01,1.13
2026-01-02,12562159.67,731416.16,4480618.12,1050212.3440771175,442491.23,3749201.96,1268078.05,246921405.8,249327376.5,26895016.51,2044850.27,9.27,0.02,0.3
2026-01-03,5080011.92,2289174.79,4973774.51,1762055.52,336001.87,2684599.72,2680093.5,378869434.2,296967348.1,10058805.17,4874804.36,29.52,0.01,0.53
2026-01-04,12663293.15,3235572.92,3291765.89,1099298.5,1328154.44,56192.98,1244848.42,101227277.1,243992516.0,61573798.06,2435807.32,3.96,0.0,0.0
2026-01-05,8198905.41,2283089.09,5646703.13,949060.97,1398386.56,3363614.05,1303493.5,481133066.1,65678747.07,97604435.72,3250987.4,0.67,0.01,0.41
2026-01-06,5135147.79,3231923.16,7480328.83,1938942.68,355266.31,4248405.67,2221945.29,250888782.4,329367760.5,14551579.34,7338639.27,22.63,0.02,0.83
2026-01-07,2084036.65,2935833.51,8324155.18,1821232.18,982886.1,5388321.67,1130339.97,363154603.2,178295014.8,86329831.15,7199783.7,2.07,0.01,2.59
2026-01-08,2798801.77,997133.51,7322356.76,542736.03,1129441.14,6325223.25,1987286.13,124166667.1,267623109.0,70098453.24,3022425.46,,0.05,2.26
2026-01-09,14553306.68,1963355.29,3161310.57,1625125.07,489651.88,1197955.28,1518727.12,472237168.3,387473404.6,,4333203.66,19.97,0.0,0.08
2026-01-10,7309922.56,4665058.31,8795585.31,1792581.08,506152.07,4130527.0,1279245.93,410160428.5,102799170.6,77352026.83,7665861.44,1.33,,0.57
2026-01-11,2311301.45,4107776.37,8402835.19,255683.03,1212775.23,4295058.81,2309894.89,457764464.6,105927625.9,34971821.18,3419064.64,3.03,0.01,1.86
2026-01-12,8289433.02,,9936683.17,166802.58,680283.32,8964497.36,1775843.54,441760291.3,201007578.7,35294477.52,2206112.03,5.7,0.02,1.08
2026-01-13,3865102.94,1492187.94,7929941.98,1838200.08,1009697.45,6437754.04,310466.91,327193452.6,277466061.6,87669714.82,6829951.04,,0.02,1.67
2026-01-14,6939728.03,,5821972.16,432084.44,886557.38,3570141.89,2563840.51,269708511.7,47702697.44,33765578.62,6114565.31,1.41,0.01,0.51
2026-01-15,4731393.51,1969075.89,6258828.81,562587.38,1417633.98,4289752.92,371606.61,292415809.1,46222885.19,70965381.69,3952665.3,0.65,0.01,0.91
2026-01-16,11687791.65,2438993.86,7008019.65,562540.97,1017203.44,4569025.79,2816874.95,257161222.0,79763819.11,57906268.84,1193371.38,1.38,0.02,0.39
2026-01-17,10794288.74,1718351.03,2788441.13,643656.58,1244649.75,1070090.1,2895356.44,445088444.2,386330961.9,10898089.9,1492015.36,35.45,0.0,0.1
2026-01-18,5330489.69,3721212.34,4530196.41,1050212.3440771175,1271704.03,808984.06,919368.5,335363962.2,296281569.4,63647375.97,5085062.42,4.66,0.0,0.15
2026-01-19,14112625.24,1745725.09,7796235.3,358506.85,1068812.89,6050510.21,2686278.61,252657940.5,124147204.0,48696185.78,6899878.9,2.55,,
2026-01-20,,3761450.47,1218843.7,880790.85,901686.31,-2542606.77,759848.24,202220377.7,309194360.3,63716668.92,7773641.48,4.85,-0.01,-0.21
2026-01-21,4270413.42,3123687.02,5577136.22,579413.21,64455.39,2453449.2,2674479.42,277716767.9475541,383297914.6,38904593.74,2807593.17,9.85,0.01,0.57
2026-01-22,2741349.88,2702412.34,2447272.46,890705.8,497110.58,-255139.87,1831638.2,94278042.37,43822056.22,13631574.42,3727598.99,3.21,0.0,-0.09
2026-01-23,13520226.82,3763659.47,6048441.74,219524.2,60289.97,2284782.27,1333533.84,421690195.7,195452134.7,72195023.15,4536650.76,2.71,0.01,0.17
2026-01-24,4063577.92,,8817392.15,734686.54,310494.27,6157667.4,2109123.48,166379375.7,308334976.4,24461162.62,4020551.31,12.61,0.04,1.52
2026-01-25,12454152.34,1063336.06,9157189.47,848961.94,,8093853.4,2455720.26,475564166.2,368930852.9,25363752.7,1124173.0,14.55,0.02,0.65
2026-01-26,2798801.77,997133.51,7322356.76,542736.03,1129441.14,6325223.25,1987286.13,124166667.1,267623109.0,70098453.24,3022425.46,3.82,0.05,2.26
2026-01-27,9252357.78,4717528.19,8231328.37,126627.58,1318383.26,3513800.18,2057876.67,277716767.9475541,111951309.5,39540979.51,7560007.95,2.83,0.04,0.38
2026-01-28,6385297.91,1475329.1,8175658.29,497761.96,190387.16,6700329.19,1597118.69,352834980.1,46786939.34,34434280.23,5355066.01,1.36,0.02,1.05
2026-01-29,14477283.27,3595485.75,3538311.15,1177031.02,,-57174.6,1310600.02,377572688.1,385038250.7,50859092.01,5574629.25,7.57,0.0,0.0
2026-01-30,6611471.24,2659440.29,6130550.53,137948.57,245718.8,3471110.24,753100.59,428899348.8,100557740.8,72742222.53,,1.38,0.01,0.53
2026-01-31,4714802.16,2379113.49,4380246.57,781610.77,1303384.33,2001133.08,1374449.59,336331109.3,25583487.69,34931127.19,6781043.9,0.73,0.01,0.42
2026-02-01,10873026.22,,4320222.76,1293592.53,765345.3,-522811.38,2584516.84,260945584.5,162089997.9,17621950.77,4824087.42,9.2,0.0,-0.05
2026-02-02,9511491.65,3345189.3,4961372.44,193108.83,817823.74,1616183.15,1358741.72,467150435.6,78575116.41,60119059.89,2554910.75,1.31,0.0,0.17
2026-02-03,11649528.1,2829702.4,9110422.09,969752.76,1401010.57,6280719.7,2327459.2,274015628.6,377498117.8,60920339.94,5822535.08,6.2,0.02,0.54
2026-02-04,5280055.05,652756.9,8643010.69,1043812.51,,7990253.79,2170945.51,221872837.8,139072208.7,11294330.15,6934511.85,12.31,0.04,1.51
2026-02-05,5845713.27,3350651.99,1062569.17,417012.3,,-2288082.81,648502.22,416286621.3,23368048.34,22629206.64,6079288.9,1.03,-0.01,-0.39
2026-02-06,2293338.65,771584.38,2353752.02,1376913.06,647322.5,1582167.64,2958019.99,447087365.8,135113744.1,33494367.36,4848721.82,4.03,0.0,0.69
2026-02-07,8320257.5,1713873.25,6651103.51,1050212.3440771175,455527.09,4937230.25,399845.32,58102950.02,136575107.8,30386946.34,6023548.81,4.49,0.08,0.59
2026-02-08,2139298.87,3629602.43,3519811.84,1050212.3440771175,946948.47,-109790.59,1242842.58,199106153.2,209501197.07378653,67187292.12,5467384.35,0.38,0.0,-0.05
2026-02-09,5932062.13,2534895.63,8255811.52,809371.01,566786.87,5720915.89,2727237.51,442739227.8,45974216.12,83862654.47,4182648.22,0.55,0.01,0.96
2026-02-10,8320257.5,1713873.25,6651103.51,861843.62,455527.09,4937230.25,399845.32,58102950.02,136575107.8,30386946.34,6023548.81,4.49,0.08,0.59
2026-02-11,7209154.17,3323774.58,1874588.44,1214543.3,479456.31,-1449186.14,845578.66,377820804.7,269794323.2,68377506.11,3102517.52,3.95,0.0,-0.2
2026-02-12,10664785.7,4180851.61,4474923.74,1805311.42,1363347.35,294072.13,2692888.65,314496212.4,384014966.0,75250546.87,7884908.58,5.1,,0.03
2026-02-13,12114601.98,2349628.11,5801149.83,970589.13,719619.4,3451521.71,2511564.39,79899729.96,44322411.71,47766464.45,6019403.05,0.93,0.04,0.28
2026-02-14,13386764.02,3628150.49,,1158778.48,909223.87,2622375.66,2373462.3,217027590.6,155616670.6,18582482.91,3701710.46,8.37,0.01,0.2
2026-02-15,,3772260.81,7045306.16,1764272.74,118098.41,3273045.35,973570.75,191457550.9,291481182.4,15004496.95,1710857.65,19.43,0.02,0.58
2026-02-16,13349560.91,4750763.99,8102541.15,1468211.53,347521.36,3351777.16,443538.94,319540328.7,171092703.9,74327794.88,4586008.14,2.3,0.01,0.25
2026-02-17,9760287.9,1486462.94,8579070.31,1998975.29,870538.48,7092607.37,2269892.54,237992440.7,89013307.75,26715976.48,7990947.02,3.33,0.03,0.73
2026-02-18,5377765.79,2834771.26,2650640.59,1693794.74,665951.56,-184130.67,1873801.46,351269129.8,386326614.7,20579617.01,7510966.38,18.77,0.0,-0.03
2026-02-19,5845713.27,3350651.99,1062569.17,417012.3,579781.92,-2288082.81,648502.22,416286621.3,23368048.34,22629206.64,6079288.9,1.03,-0.01,-0.39
2026-02-20,11880072.08,1612539.83,8761273.38,1072683.4,842591.66,7148733.54,1069224.48,152230800.7,166054914.6,69279521.94,4131297.74,2.4,0.05,0.6
2026-02-21,13574996.17,1667405.45,3059183.49,1347469.13,1289047.38,1391778.04,2388942.9,328814579.7,341848164.6,,6061745.81,7.9,0.0,0.1
2026-02-22,5209141.36,1528046.34,9969731.53,1125357.4,669313.05,8441685.2,102289.58,301890057.6,49813210.2,,1152252.65,0.99,,1.62
2026-02-23,11061314.16,4020734.68,3565856.52,1312626.39,315238.24,-454878.16,124509.34,280563699.9,276889989.5,16309732.57,3197566.71,16.98,0.0,-0.04
2026-02-24,12578403.47,2095799.71,4235420.36,1644969.81,270371.26,2139620.65,1881089.67,109277948.1,209501197.07378653,,7404019.14,3.52,0.02,0.17
2026-02-25,3105733.01,3214184.49,6690752.48,1878735.47,519110.69,3476567.98,1416155.04,429960687.2,209501197.07378653,34475143.55,2030482.91,8.37,0.01,1.12
2026-02-26,7209154.17,3323774.58,1874588.44,1050212.3440771175,479456.31,-1449186.14,845578.66,377820804.7,269794323.2,68377506.11,3102517.52,3.95,0.0,-0.2
2026-02-27,7543178.64,619394.92,6727693.7,773641.6,166091.93,6108298.78,1347917.64,244624045.3,310520562.0,99746411.85,4128951.64,3.11,0.02,0.81
